perangkatid;name;processor_brand;processor_name;ram;storage_capacity;storage_type;battery;screen;graphic;price
30120;HP Pavilion Ryzen 5 Hexa Core 5625U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;3;FHD, IPS, micro-edge, Bright view (Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC);AMD Radeon Radeon Graphics;12561653
30121;HP Pavilion Ryzen 5 Hexa Core 5625U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;3;FHD, IPS, micro-edge, Bright view (Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC);AMD Radeon Radeon Graphics;12561653
30122;HP Pavilion Ryzen 5 Hexa Core 5625U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;3;FHD,IPS, micro-edge, Brightview (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC);AMD Radeon Radeon Graphics;11476413
30123;HP Envy Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;7;4K UHD, OLED, multitouch-enabled, UWVA, edge-to-edge glass, micro-edge, Low Blue Light, Flicker Free ( Brightness: 400 nits, 282 ppi, Color Gamut: 100% DCI-P3);NVIDIA GeForce RTX RTX 3050;34057753
30124;DELL Inspiron 3000 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;7;FHD WVA AG Narrow Border;Intel Integrated Intel UHD Graphics;928694
30125;ASUS Vivobook 15 Ryzen 7 Quad Core AMD R7;AMD;Ryzen 7 Quad Core;16 GB;512 GB;SSD;6;15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display, Screen-to-body ratio: 83 ?;AMD Radeon Radeon RX Vega 10 Graphics;11455543
30126;ASUS ExpertBook Core i3 11th Gen;Intel;Core i3;4 GB;256 GB;SSD;4;FHD LED Backlit IPS Anti-glare Display;Intel Integrated HD;7510695
30127;Lenovo IdeaPad Gaming 3 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;8;Full HD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer;NVIDIA GeForce RTX 3050;15233013
30128;HP Pavilion x360 Convertible Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;5;Full HD, IPS, multitouch-enabled, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC;Intel Integrated UHD;11685113
30129;HP Snapdragon 7c Gen 2;Qualcomm;Snapdragon 7c Gen 2;8 GB;128 GB;EMMC;9;FHD, IPS, micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC);Qualcomm Adreno Adreno 618 GPU;8137213
30130;Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;5;Full HD, IPS Display, 250nits, Anti-glare, 120 Hz, 45% NTSC;NVIDIA GeForce GTX 1650;16276513
30131;Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;5;Full HD IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer;NVIDIA GeForce RTX 3050;14606913
30132;Lenovo IdeaPad Flex 5 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;11;FHD IPS 250nits Glossy, 45% NTSC, Touch;Intel Integrated UHD;12311213
30133;Lenovo IdeaPad 1 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;256 GB;SSD;8;HD TN 250nits Anti-glare, 45% NTSC;Intel Integrated UHD;5006713
30134;HP Pavilion x360 Convertible Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;5;Full HD, IPS, multitouch-enabled, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC;Intel Integrated Iris Xe Graphics;18363513
30135;Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;12;FHD IPS 250nits Glossy, 45% NTSC, Touch;AMD Radeon AMD;12102513
30136;Lenovo IdeaPad 3 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;12;FHD IPS 300nits Anti-glare, 45% NTSC;Intel Integrated UHD;8972013
30137;HP Pavilion x360 Convertible Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;5;Full HD, IPS, multitouch-enabled, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC;Intel Integrated Iris Xe Graphics;15692153
30138;Lenovo Yoga 7 Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;18;FHD IPS 300nits Glossy, 72% NTSC, AGC;Intel Integrated Iris Xe;20867913
30139;DELL Inspiron Ryzen 5 Dual Core 3450U;AMD;Ryzen 5 Dual Core;8 GB;512 GB;SSD;7;Full HD WVA AG Narrow Border;AMD Radeon Vega Graphics;9765073
30140;DELL Vostro Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;10;FHD WVA AG Narrow Border;Intel Integrated UHD;8554613
30141;HP Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;FHD,IPS,micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC);Intel Integrated UHD Graphics;8972013
30142;DELL Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;512 GB;SSD;7;Full HD WVA AG Narrow Border;AMD Radeon AMD;8554613
30143;DELL Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;SSD;10;Full HD WVA AG Narrow Border;Intel Integrated UHD;8554613
30144;HP OMEN Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;4;Full HD, 144 Hz, 7 ms Response Time, IPS, Micro Edge, Anti-glare, Low Blue Light, Brightness: 300 nits, 137 ppi , Color Gamut: 100% sRGB;NVIDIA GeForce RTX 3060;32450763
30145;ASUS Commercial Series Core i3 10th Gen;Intel;Core i3;4 GB;256 GB;SSD;4;;Intel Integrated Intel UHD;8137213
30146;HP OMEN Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;3;FHD, IPS, micro-edge, anti-glare, Low Blue Light (Brightness: 300 nits, 137 ppi, Color Gamut: 100% Srgb);NVIDIA GeForce RTX 3050Ti;21807063
30147;HP OMEN Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;3;Full HD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, Brightness: 300 nits, 137 ppi, Color Gamut: 100% Srgb;AMD Radeon RX 6600M;26191850
30148;HP Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;6;;Intel Integrated;849388
30149;HP Ryzen 3 Dual Core;AMD;Ryzen 3 Dual Core;8 GB;1 TB;HDD;6;;AMD Radeon;7928513
30150;ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H;AMD;Ryzen 7 Octa Core;8 GB;512 GB;SSD;4;FHD (Brightness 250nits, NTSC % 45%, SRGB % 62.5%);NVIDIA GeForce RTX RTX 3050;17528713
30151;ASUS TUF Gaming F15 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;5;FHD, Value IPS-level, anti-glare display (250nits Brightness, 62.5% SRGB);NVIDIA GeForce GTX GTX 1650;12936478
30152;HP Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;;Intel Integrated;901563
30153;ASUS Ryzen 7 Octa Core 5800HS;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;4;WQHD, IPS-level (Brightness 300, DCI-P3 % 100%);NVIDIA GeForce RTX GeForce RTX 3050;23998413
30154;ASUS Ryzen 7 Octa Core 6800H;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;3;FHD, Value IPS-level (Brightness 250, NTSC 45%, SRGB 62.50%);NVIDIA GeForce RTX RTX 3060;27963713
30155;HP Celeron Dual Core;Intel;Celeron Dual Core;8 GB;256 GB;SSD;3;HD micro-edge, BrightView, Brightness: 250 nits, 112 ppi, Color Gamut: 45%NTSC;Intel Integrated UHD;6885013
30156;Lenovo Yoga 6 Ryzen 7 Octa Core 5700U;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;13;Full HD IPS Glossy Touch Display (300 nits Brightness, 72% NTSC Color Gamut);AMD Radeon;16695582
30157;ASUS Pentium Quad Core 10th Gen;Intel;Pentium Quad Core;4 GB;128 GB;SSD;3;;Intel Integrated intel hd;11290670
30158;ASUS Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;3;;NVIDIA GeForce RTX NVIDIA GeForce RTX 3050;20033113
30159;HP ProBook Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;;Intel Integrated;18626683
30160;MSI Raider GE66 Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;3;Quad HD, 240 Hz (DCI-P3 100% typical);NVIDIA GeForce RTX 3070 Ti;54259913
30161;MSI Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;4;QHD 165Hz DCI-P3 100% typical;NVIDIA GeForce RTX 3070;37563913
30162;SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2;Qualcomm;Snapdragon 7c Gen 2;4 GB;128 GB;EMMC;16;Full HD TFT LED Display;Qualcomm Adreno Adreno;7719813
30163;acer Predator Helios 300 Core i9 11th Gen;Intel;Core i9;16 GB;1 TB;SSD;5;"15.6"" display with IPS (In-Plane Switching) technology, Full HD 1920 x 1080, high-brightness (300 nits) Acer ComfyView LED-backlit TFT LCD, supporting 360 Hz, 3 ms Overdrive, sRGB 100%";NVIDIA GeForce RTX 3060;30259413
30164;Lenovo Core i5 10th Gen;Intel;Core i5;4 GB;1 TB;HDD;5;;NA INTEGRATED_GRAPHICS;991304
30165;HP OMEN Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;3;FHD, IPS, micro-edge, anti-glare, Low Blue Light, (Brightness: 300 nits, 137 ppi, Color Gamut: 100% sRGB);NVIDIA GeForce RTX RTX 3050Ti;24833213
30166;HP OMEN Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;6;FHD, IPS, micro-edge, anti-glare, Low Blue Light (Brightness: 300 nits, 137 ppi, Color Gamut: 100% sRGB);NVIDIA GeForce RTX RTX 3050;24415813
30167;ASUS Asus Vivobook 15 Pentium Quad Core;Intel;Pentium Quad Core;4 GB;1 TB;HDD;6;15.6-inch, HD (1366 x 768) 16:9 aspect ratio, 200nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 83 ?;Intel Integrated Intel UHD;6248478
30168;MSI Sword 15 Core i7 11th Gen;Intel;Core i7;8 GB;512 GB;SSD;3;Full HD IPS Display (45% NTSC Color Gamut);NVIDIA GeForce RTX 3050;18154813
30169;HP Ryzen 5 Quad Core;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;6;;AMD Radeon AMD;10931706
30170;HP Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;;Intel Integrated;1116524
30171;ASUS Vivobook Ultra K15 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;6;15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, LED Backlit, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors,;Intel Integrated Intel UHD;10224213
30172;ASUS Vivobook 11 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;128 GB;EMMC;8;11.6-inch, HD (1366 x 768) 16:9 aspect ratio, 45% NTSC color gamut, Anti-glare display, Screen-to-body ratio: 73 ?;Intel Integrated IntelÂ® UHD Graphics 600;5593160
30173;ASUS Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;;Intel Integrated intel hd;9767160
30174;ASUS VivoBook K15 OLED Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;16 GB;512 GB;SSD;6;FHD, Glossy display (600 nits peak brightness, 100% DCI-P3 color gamut);AMD Radeon Radeon Graphics;12937313
30175;ASUS VivoBook K15 OLED (2021) Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;16 GB;512 GB;SSD;5;Full HD OLED (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display);AMD Radeon AMD;12937313
30176;ASUS EeeBook 12 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;64 GB;EMMC;3;HD, Anti-glare display (Brightness 200nits, 45% NTSC color gamut);Intel Integrated UHD Graphics 600;4589313
30177;ASUS VivoBook 15 (2021) Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;HDD;3;Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated UHD;6676313
30178;ASUS EeeBook 12 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;64 GB;EMMC;5;HD,Anti-glare display (Brightness 200nits, 45% NTSC color gamut);Intel Integrated UHD Graphics 600;4589313
30179;ASUS EeeBook 14 Pentium Silver;Intel;Pentium Silver;8 GB;256 GB;SSD;3;HD, Anti-glare display (Brightness 200 nits, 45% NTSC color gamut);Intel Integrated Intel HD Graphics;6676313
30180;ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;4;Full HD LED Backlit, IPS-level Panel, 400nits, 100% sRGB Color Gamut, PANTONE Validated, Anti-glare display;NVIDIA GeForce MX450;23998413
30181;ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;5;Full HD, Value IPS level, Anti Glare Display, Refresh Rate: 144 Hz, 16:9, Viewing Angle: 170 Degree, Brightness: 250 nits, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, 47.34% Adobe, Adaptive-Sync Technology;NVIDIA GeForce RTX 3050;23998413
30182;ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen;Intel;Core i9;32 GB;1 TB;SSD;3;WQHD Refresh Rate 240Hz, Response Time (G2G) 3ms, Viewing Angle 85/85/85/85, IPS-level, Brightness 300, Anti-glare display;NVIDIA GeForce RTX 3080 Ti;63025313
30183;ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;5;Full HD, Value IPS level, Anti Glare Display, Refresh Rate: 144 Hz, 16:9, Viewing Angle: 170 Degree, Brightness: 250 nits, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, 47.34% Adobe, Adaptive-Sync Technology;NVIDIA GeForce RTX 3050;23789713
30184;Infinix X1 Series Core i7 10th Gen;Intel;Core i7;16 GB;512 GB;SSD;13;Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%);Intel Integrated Iris Plus;10641613
30185;ASUS ROG Strix G15 Ryzen 7 Octa Core 6800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;6;FHD, Value IPS-level, anti-glare display (Brightness 250nits, NTSC % 45%, SRGB % 62.5%);NVIDIA GeForce RTX RTX 3050;22746213
30186;ASUS ROG Strix G15 Ryzen 7 Octa Core 6800H;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;4;FHD, Value IPS-level, anti-glare display ( Brightness 250nits, NTSC % 45%, SRGB % 62.5%);NVIDIA GeForce RTX RTX 3050;23998413
30187;Infinix X1 Series Core i7 10th Gen;Intel;Core i7;16 GB;512 GB;SSD;13;Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%);Intel Integrated Iris Plus;10641613
30188;ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen;Intel;Core i9;32 GB;2 TB;SSD;3;WQHD Refresh Rate 240Hz, Response Time (G2G) 3ms, Viewing Angle 85/85/85/85, IPS-level, Brightness 300, Anti-glare display;NVIDIA GeForce RTX 3070 Ti;55303413
30189;ASUS Ryzen 9 Octa Core 5900HX;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;5;2.8K, OLED (0.2ms response time, 90Hz refresh rate, 600nits peak brightness,100% DCI-P3 color gamut);NVIDIA GeForce RTX 3050;20867913
30190;ASUS Ryzen 9 Octa Core 5900HX;AMD;Ryzen 9 Octa Core;8 GB;1 TB;SSD;3;2.8K OLED (16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 600nits peak brightness, 100% DCI-P3 color gamut);NVIDIA GeForce RTX 3050 Ti;24313550
30191;ASUS Vivobook Pro Ryzen 9 Octa Core 5900HX;AMD;Ryzen 9 Octa Core;8 GB;1 TB;SSD;5;2.8k OLED (600nits peak brightness, 100% DCI-P3 color gamut);NVIDIA GeForce RTX 3050;20867913
30192;ASUS Vivobook Ryzen 9 Octa Core 5900HX;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;3;4K OLED (0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut);NVIDIA GeForce RTX 3050;34016013
30193;ASUS ZenBook Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;16693913
30194;ASUS Zenbook 14 Flip Ryzen 9 Octa Core 5900HX;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;3;OLED, (550nits peak brightness, 100% DCI-P3 color gamut);AMD Radeon AMD Radeon Graphics;28172413
30195;ASUS VivoBook 14 (2022) Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;3;FHD LED Backlit, IPS-level Panel, 250nits, 45% NTSC Color Gamut, Anti-glare display;Intel Integrated Iris Xe;10432913
30196;ASUS ZenBook Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;4;FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;19824413
30197;DELL Vostro Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;10;FHD, WVA AG Narrow Border;Intel Integrated UHD Graphics;8554613
30198;ASUS ZenBook Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;14606913
30199;ASUS VivoBook Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;4;FHD, (Brightness 220nits, 45% NTSC color gamut);Intel Integrated UHD Graphics;7511113
30200;DELL Inspiron Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;1 TB;HDD;7;Full HD WVA AG Narrow Border;AMD Radeon AMD;1098429
30201;HP Pentium Quad Core;Intel;Pentium Quad Core;8 GB;256 GB;SSD;6;HD micro-edge, BrightView, Brightness: 250 nits, 112 ppi, Color Gamut: 45%NTSC;Intel Integrated UHD;7095591
30202;ASUS ZenBook Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;4;FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;16693913
30203;ASUS ZenBook Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;6;FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;18780913
30204;ASUS Zenbook 14 Flip Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;7;OLED, (550nits peak brightness, 100% DCI-P3 color gamut);AMD Radeon AMD Radeon Graphics;23979630
30205;DELL Vostro Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;10;FHD WVA AG Narrow Border;Intel Integrated UHD Graphics;876519
30206;HP Ryzen 5 Hexa Core;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;10;;NVIDIA GeForce GTX Nvidia;14212470
30207;acer Extensa 15 Pentium Quad Core;Intel;Pentium Quad Core;4 GB;1 TB;HDD;6;Full HD high-brightness Acer ComfyView LED-backlit TFT LCD;Intel Integrated UHD 605;5632813
30208;acer Extensa 15 Core i3 11th Gen;Intel;Core i3;4 GB;256 GB;SSD;8;Full HD high-brightness Acer ComfyView LED-backlit TFT LCD;Intel Integrated UHD;6885013
30209;acer Aspire 3 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;9;Full HD, Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio;Intel Integrated UHD Graphics;8137213
30210;HP Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;5;;NVIDIA GeForce RTX NVIDIA;17113400
30211;acer Aspire 3 Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;HDD;9;FHD, Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio;Intel Integrated Iris Xe Graphics;10224213
30212;acer Aspire 3 Dual Core 3020e;AMD;Dual Core;4 GB;256 GB;SSD;9;HD high-brightness Acer ComfyView LED-backlit TFT LCD;AMD Radeon AMD;5215413
30213;Lenovo IdeaPad Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;11;FHD, IPS (300 nits Anti-glare, 45% NTSC);Intel Integrated Iris Xe Graphics;13146013
30214;Lenovo IdeaPad Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;8;FHD, IPS 250nits Anti-glare;Intel Integrated UHD Graphics;8554613
30215;Lenovo IdeaPad Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;11;FHD,IPS 250nits Anti-glare;Intel Integrated UHD Graphics;955825
30216;Lenovo IdeaPad Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;FHD, IPS (300nits Anti-glare, 45% NTSC);Intel Integrated Iris Xe Graphics;10641613
30217;ASUS Vivobook Ultra K14 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display, Screen-to-body ratio: 84 ?;Intel Integrated Intel UHD Graphics for 11th Gen Intel Processors;9285063
30218;ASUS Vivobook 15 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;1 TB;HDD;6;15.6-inch, HD (1366 x 768) 16:9 aspect ratio,200nits, 45% NTSC color gamut, Anti-glare display, Screen-to-body ratio: 83 ?;Intel Integrated Intel UHD Graphics 600;5904123
30219;Lenovo Ideapad 5 Ryzen 7 Octa Core 5800U;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;15;2.2K (OLED), IPS, 300 nits Brightness, Anti-glare, 60 Hz Refresh Rate, 100% sRGB;AMD Radeon Radeon;15234682
30220;Lenovo IdeaPad 5 14ITL05 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;11;"14"" FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC";Intel Integrated Integrated Intel Iris Xe Graphics;1252179
30221;MSI Katana GF66 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;Full HD IPS Display (45% NTSC Color Gamut);NVIDIA GeForce RTX 3050;15650413
30222;MSI Modern 14 Ryzen 5 Hexa Core Ryzen 5 5500U 5th Gen;AMD;Ryzen 5 Hexa Core;8 GB;256 GB;SSD;10;14 Inch Full HD, 60Hz 45%NTSC IPS-Level;AMD Radeon AMD Radeon Graphics;10432913
30223;HP Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC;Intel Integrated UHD;8347791
30224;DELL Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;10;Full HD WVA AG 300 nits 165Hz Narrow Border;NVIDIA GeForce RTX 3060;23998413
30225;DELL Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;10;Full HD WVA AG 250 nits 120Hz Narrow Border;NVIDIA GeForce RTX 3050 Ti;17946113
30226;DELL Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;10;Full HD WVA AG 250 nits 120Hz Narrow Border;NVIDIA GeForce RTX 3050 Ti;20867913
30227;MSI Katana GF66 Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;3;Full HD IPS Display (45% NTSC Color Gamut);NVIDIA GeForce RTX 3050Ti;19824413
30228;DELL Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;10;Full HD WVA AG 250 nits 120Hz Narrow Border;NVIDIA GeForce RTX 3050Ti;20867913
30229;MSI Modern 15 Ryzen 7 Octa Core Ryzen 7 5700U 5th Gen;AMD;Ryzen 7 Octa Core;8 GB;512 GB;SSD;5;"15.6"" FHD (1920x1080), IPS-Level";AMD Radeon AMD Radeonâ¢;14606913
30230;HP 15s Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;;Intel Integrated;8867663
30231;HP Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;4;FHD, micro-edge, anti-glare (Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC);Intel Integrated Iris Xe Graphics;11476413
30232;HP Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;;Intel Integrated Intel Iris;12102513
30233;acer Aspire 5 Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;HDD;9;Full HD, high-brightness Acer ComfyView LED-backlit TFT LCD;Intel Integrated Iris Xe Graphics;10432913
30234;acer Aspire 3 Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;512 GB;SSD;11;Full HD high-brightness Acer ComfyView LED-backlit TFT LCD;AMD Radeon AMD;7511113
30235;HP Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;4;FHD, micro-edge, anti-glare (Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC);Intel Integrated UHD Graphics;8867663
30236;acer Aspire 3 Ryzen 3 Dual Core R33250U;AMD;Ryzen 3 Dual Core;4 GB;512 GB;SSD;11;Full HD, high-brightness Acer ComfyView LED-backlit TFT LCD;Intel Integrated AMD Radeon Graphics;7095591
30237;ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated UHD;8972013
30238;ASUS Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;FHD, OLED (550 nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;18363513
30239;Lenovo Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;HDD;7;;NA UHD GRAPHIC;8137213
30240;ASUS Zenbook 14 Flip Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;16 GB;512 GB;SSD;4;OLED, (550nits peak brightness, 100% DCI-P3 color gamut);AMD Radeon AMD Radeon Graphics;19179530
30241;ASUS VivoBook Ultra 14 (2021) Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;5;Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated UHD;8972013
30242;ASUS ASUS Vivobook 13 Slate OLED Pentium Quad Core;Intel;Pentium Quad Core;4 GB;128 GB;EMMC;3;Full HD OLED (0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated UHD;8972013
30243;ASUS ASUS Vivobook 13 Slate OLED Pentium Quad Core;Intel;Pentium Quad Core;8 GB;256 GB;SSD;4;Full HD OLED (0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated UHD;11476413
30244;ASUS Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;4;FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;21911413
